,ID,T,E
16082,1,3695104,49
16084,1,3695413,2
16085,1,3695495,40
16086,1,3695603,32
16087,1,3695975,8
16088,1,3696088,4
16089,1,3696464,32
16090,1,3696612,13
16092,1,3697120,0
16091,1,3697153,0
16093,1,3697185,8
16094,1,3697439,31
16095,1,3697455,5
16096,1,3697888,19
16097,1,3698089,58
16099,1,3698259,38
16100,1,3698349,51
16098,1,3698359,32
16101,1,3698660,21
16102,1,3698776,32
16103,1,3698983,0
16104,1,3698996,0
16105,1,3699277,65
16106,1,3699349,15
16107,1,3700183,15
16108,1,3700471,41
16109,1,3701069,40
16110,1,3701103,15
16115,1,3701270,4
16114,1,3701290,49
16111,1,3701324,10
16112,1,3701399,57
16113,1,3701486,4
16117,1,3701689,30
16116,1,3701719,1
16121,1,3701722,1
16118,1,3701725,1
16120,1,3701757,6
16119,1,3701773,51
16122,1,3701777,32
16123,1,3701972,32
16124,1,3702020,65
16126,1,3702189,26
16125,1,3702264,49
16129,1,3702520,66
16128,1,3702585,4
16127,1,3702655,33
16130,1,3702976,49
16133,1,3703189,37
16132,1,3703241,40
16131,1,3703292,24
16134,1,3703331,4
16135,1,3703547,31
16141,1,3703547,31
16136,1,3703598,16
16137,1,3703606,43
16138,1,3703704,3
16140,1,3704117,13
16139,1,3704187,54
16142,1,3704637,19
16144,1,3705160,56
16145,1,3705337,40
16143,1,3705342,40
16146,1,3705793,6
16147,1,3705829,8
16149,1,3706132,58
16148,1,3706262,10
16150,1,3706806,8
16151,1,3706906,4
16154,1,3707254,32
16157,1,3707332,19
16153,1,3707339,58
16155,1,3707348,49
16152,1,3707397,4
16156,1,3707406,13
16158,1,3707542,63
16159,1,3707747,4
16160,1,3708201,58
16161,1,3708315,14
16164,1,3708453,19
16165,1,3708552,4
16163,1,3708561,0
16162,1,3708634,0
16166,1,3708735,0
16167,1,3708770,13
16169,1,3709349,50
16168,1,3709520,40
16170,1,3709556,6
16171,1,3709616,63
16172,1,3709809,60
16173,1,3709965,41
16174,1,3709979,8
16176,1,3710234,20
16175,1,3710400,48
16177,1,3710697,0
16178,1,3711291,20
16179,1,3711441,0
16182,1,3711761,27
16181,1,3711877,31
16180,1,3711932,58
16183,1,3712440,30
16185,1,3712613,15
16186,1,3712660,21
16184,1,3712742,13
16192,1,3712996,14
16190,1,3712996,14
16189,1,3713058,55
16188,1,3713139,8
16187,1,3713170,17
16191,1,3713362,21
16195,1,3713584,55
16197,1,3713584,26
16194,1,3713617,26
16193,1,3713663,4
16196,1,3713746,0
16200,1,3713986,39
16199,1,3714018,26
16198,1,3714095,4
16203,1,3714245,0
16201,1,3714254,4
16202,1,3714302,10
16204,1,3714495,15
16207,1,3714739,24
16205,1,3714748,0
16206,1,3714870,11
16208,1,3715008,41
16209,1,3715263,30
16210,1,3715799,8
16211,1,3715909,38
16213,1,3716362,14
16212,1,3716484,31
16214,1,3716658,0
16215,1,3716753,48
16218,1,3716753,0
16217,1,3716917,46
16216,1,3717063,0
16219,1,3717143,39
16220,1,3717621,0
16221,1,3717824,8
16225,1,3717865,14
16224,1,3717919,41
16223,1,3717930,4
16222,1,3717967,4
16226,1,3718009,63
16229,1,3718144,15
16228,1,3718198,15
16230,1,3718235,4
16227,1,3718235,4
16231,1,3718777,40
16232,1,3719026,29
16233,1,3719160,49
16234,1,3719318,9
16238,1,3719318,9
16236,1,3719334,16
16235,1,3719357,16
16239,1,3719565,15
16240,1,3719568,8
16237,1,3719583,1
16241,1,3720201,49
16243,1,3720201,49
16242,1,3720255,30
16244,1,3720619,8
16245,1,3720619,8
16246,1,3720874,3
16247,1,3721219,60
16248,1,3721740,40
16250,1,3721744,46
16249,1,3721785,36
16251,1,3721914,63
16252,1,3722038,60
16253,1,3722242,16
16254,1,3722316,8
16255,1,3723115,40
16256,1,3723365,13
16257,1,3723407,55
16259,1,3723446,0
16260,1,3723506,59
16258,1,3723517,13
16261,1,3723568,13
16264,1,3723772,13
16262,1,3723926,51
16263,1,3723962,62
16266,1,3724042,9
16265,1,3724094,15
16267,1,3724463,15
16269,1,3724646,49
16270,1,3724677,49
16268,1,3724887,9
16272,1,3725076,44
16271,1,3725084,44
16273,1,3725085,44
16276,1,3725290,51
16275,1,3725364,67
16274,1,3725414,20
16279,1,3725530,30
16284,1,3725558,0
16282,1,3725559,40
16281,1,3725565,40
16280,1,3725595,16
16277,1,3725700,40
16293,1,3725700,40
16283,1,3725759,40
16278,1,3725763,63
16285,1,3725799,16
16286,1,3725852,30
16287,1,3725891,40
16288,1,3726037,30
16289,1,3726124,31
16290,1,3726293,0
16291,1,3726407,40
16294,1,3726465,9
16292,1,3726524,40
16295,1,3726738,37
16296,1,3726961,4
16298,1,3727200,16
16297,1,3727211,18
16299,1,3727234,49
16300,1,3727627,19
16301,1,3727640,13
16302,1,3727960,59
16303,1,3727976,26
16306,1,3728307,13
16307,1,3728334,30
16305,1,3728454,50
16304,1,3728497,9
16308,1,3728790,46
16310,1,3728824,6
16311,1,3728843,8
16309,1,3728870,39
16313,1,3729288,15
16312,1,3729347,8
16316,1,3729447,13
16315,1,3729449,13
16314,1,3729646,13
16317,1,3729846,13
16318,1,3729899,11
16319,1,3730191,8
16321,1,3730204,27
16320,1,3730236,59
16322,1,3730476,14
16323,1,3730732,59
16324,1,3731241,4
16325,1,3731796,0
16326,1,3732094,54
16328,1,3732257,30
16327,1,3732286,0
16329,1,3732751,26
16330,1,3732787,31
16336,1,3733065,11
16331,1,3733067,0
16334,1,3733090,44
16332,1,3733172,8
16333,1,3733235,36
16335,1,3733288,4
16337,1,3733373,0
16339,1,3733437,30
16338,1,3733490,37
16340,1,3733524,30
16341,1,3733601,7
16343,1,3733647,49
16342,1,3733672,49
16344,1,3733704,14
16346,1,3733826,0
16345,1,3733884,13
16350,1,3734094,6
16347,1,3734122,30
16348,1,3734132,30
16349,1,3734140,59
16355,1,3734212,4
16356,1,3734283,63
16351,1,3734313,8
16354,1,3734351,49
16353,1,3734385,13
16352,1,3734399,40
16360,1,3734663,49
16358,1,3734751,27
16357,1,3734763,27
16363,1,3734783,9
16359,1,3734783,9
16362,1,3734809,27
16361,1,3734817,9
16365,1,3735251,0
16366,1,3735339,59
16364,1,3735367,13
16367,1,3735507,49
16368,1,3735589,30
16369,1,3735608,30
16370,1,3735610,14
16371,1,3735681,3
16372,1,3735713,32
16373,1,3735736,62
16375,1,3735776,0
16376,1,3735869,11
16374,1,3735897,0
16377,1,3736006,0
16379,1,3736342,9
16378,1,3736429,26
16380,1,3736806,30
16382,1,3736825,30
16381,1,3736891,0
16384,1,3737127,61
16383,1,3737140,60
16387,1,3737249,8
16389,1,3737445,30
16386,1,3737445,30
16385,1,3737454,30
16391,1,3737454,30
16388,1,3737478,30
16393,1,3737478,30
16392,1,3737577,13
16390,1,3737663,61
16394,1,3737946,60
16395,1,3738050,30
16399,1,3738220,13
16397,1,3738275,13
16396,1,3738295,4
16398,1,3738304,0
16402,1,3738465,49
16400,1,3738621,0
16403,1,3738630,13
16401,1,3738669,40
16406,1,3738722,40
16405,1,3738810,13
16404,1,3738811,0
16407,1,3738833,0
16408,1,3739136,15
16409,1,3739176,11
16411,1,3739176,11
16410,1,3739292,0
16412,1,3739585,13
16413,1,3739684,14
16414,1,3739896,60
16416,1,3740088,40
16418,1,3740115,13
16415,1,3740120,58
16417,1,3740174,13
16420,1,3740238,7
16421,1,3740430,40
16419,1,3740463,32
16422,1,3740508,40
16423,1,3740567,30
16424,1,3740758,59
16427,1,3740816,0
16425,1,3740823,56
16426,1,3740997,33
16432,1,3741309,13
16430,1,3741316,63
16428,1,3741365,0
16429,1,3741393,9
16431,1,3741585,13
16433,1,3741994,41
16434,1,3742109,13
16435,1,3742300,40
16436,1,3742641,13
16439,1,3742680,13
16443,1,3742700,49
16442,1,3742700,49
16437,1,3742800,3
16438,1,3742813,13
16440,1,3742943,31
16441,1,3742985,30
16444,1,3743650,59
16445,1,3743654,40
16446,1,3743974,58
16448,1,3744213,8
16447,1,3744245,8
16451,1,3744274,63
16449,1,3744274,63
16450,1,3744864,31
16452,1,3745189,60
16454,1,3745283,15
16453,1,3745284,59
16455,1,3745684,22
16457,1,3746048,0
16459,1,3746154,3
16458,1,3746162,40
16456,1,3746189,60
16460,1,3746221,3
16463,1,3746303,40
16462,1,3746355,40
16461,1,3746438,54
16464,1,3746439,13
16467,1,3746839,32
16465,1,3747000,40
16466,1,3747073,51
16468,1,3747112,0
16469,1,3747404,17
16471,1,3747465,59
16470,1,3747522,49
16473,1,3748013,30
16472,1,3748131,30
16475,1,3748341,39
16474,1,3748448,0
16477,1,3749056,31
16476,1,3749141,15
16478,1,3749257,46
16480,1,3749289,13
16479,1,3749386,59
16481,1,3749534,65
16482,1,3749654,30
16483,1,3749689,30
16485,1,3749937,59
16484,1,3749979,59
16486,1,3750333,30
16487,1,3750356,37
16490,1,3750446,8
16488,1,3750453,37
16492,1,3750493,40
16489,1,3750515,19
16491,1,3750541,19
16494,1,3750721,65
16493,1,3750742,49
16495,1,3750775,65
16496,1,3751016,27
16497,1,3751038,0
16499,1,3751119,0
16498,1,3751194,0
16501,1,3751238,6
16502,1,3751257,59
16503,1,3751270,14
16500,1,3751293,27
16507,1,3751427,8
16505,1,3751440,59
16504,1,3751557,6
16506,1,3751588,63
16508,1,3751855,51
16509,1,3752132,48
16510,1,3752177,4
16511,1,3752913,0
16512,1,3752982,14
16517,1,3753190,36
16518,1,3753210,14
16513,1,3753261,6
16514,1,3753295,36
16515,1,3753370,0
16516,1,3753387,5
16519,1,3753453,49
16520,1,3753464,14
16521,1,3753714,14
16522,1,3754415,0
16523,1,3754429,0
16524,1,3754444,41
16526,1,3754625,20
16525,1,3754668,30
16527,1,3754931,49
16528,1,3754981,32
16529,1,3755229,36
16530,1,3755324,0
16531,1,3756365,39
16532,1,3756552,13
16534,1,3756909,14
16533,1,3756942,13
16537,1,3757394,41
16535,1,3757408,63
16536,1,3757570,0
16538,1,3758021,13
16541,1,3758248,6
16540,1,3758406,27
16539,1,3758423,15
16544,1,3758863,37
16542,1,3758919,8
16545,1,3758927,37
16543,1,3758994,8
16550,1,3759478,55
16548,1,3759537,58
16546,1,3759633,11
16547,1,3759653,11
16549,1,3759701,60
16552,1,3760708,21
16551,1,3760821,32
16553,1,3761008,30
16554,1,3761012,30
16555,1,3761162,3
16557,1,3761353,67
16556,1,3761378,50
16558,1,3761497,8
16560,1,3761755,13
16559,1,3761768,40
16561,1,3762083,8
16562,1,3762261,58
16564,1,3762502,6
16566,1,3762502,55
16563,1,3762662,8
16565,1,3762742,56
16568,1,3762898,32
16567,1,3762959,63
16569,1,3763402,49
16573,1,3763612,49
16571,1,3763620,1
16572,1,3763635,1
16570,1,3763758,9
16574,1,3763875,51
16575,1,3764131,9
16576,1,3764153,30
16577,1,3764160,30
16578,1,3764233,58
16579,1,3764538,31
16581,1,3764598,64
16580,1,3764693,8
16582,1,3764936,66
16583,1,3764949,58
16584,1,3765206,31
16585,1,3765960,31
16587,1,3766426,30
16588,1,3766427,30
16586,1,3766524,40
16589,1,3766811,26
16590,1,3766961,0
16591,1,3767667,14
16593,1,3767683,13
16592,1,3767726,40
16595,1,3768248,55
16594,1,3768266,9
16597,1,3768753,49
16596,1,3768859,32
16599,1,3769176,6
16598,1,3769223,8
16600,1,3769419,64
16601,1,3769480,64
16602,1,3769499,56
16603,1,3770078,21
16604,1,3770154,13
16606,1,3770301,31
16605,1,3770414,6
16607,1,3770414,59
16609,1,3770573,64
16608,1,3770676,9
16611,1,3770817,31
16610,1,3770863,40
16612,1,3771151,9
16614,1,3771221,65
16613,1,3771275,59
16619,1,3771440,44
16618,1,3771452,9
16617,1,3771508,29
16620,1,3771636,9
16616,1,3771636,9
16615,1,3771654,65
16621,1,3772027,27
16622,1,3772329,8
16623,1,3772528,16
16624,1,3772629,31
16625,1,3772695,31
16627,1,3772918,19
16626,1,3773090,13
16629,1,3773333,16
16628,1,3773451,9
16630,1,3773624,31
16632,1,3773629,63
16634,1,3773687,51
16631,1,3773714,40
16633,1,3773764,40
16636,1,3773852,0
16637,1,3773868,0
16635,1,3773957,63
16638,1,3774122,40
16641,1,3774166,56
16640,1,3774256,27
16639,1,3774316,60
16643,1,3774458,19
16642,1,3774462,31
16646,1,3774472,8
16645,1,3774579,60
16644,1,3774635,58
16647,1,3774766,47
16650,1,3774767,22
16649,1,3774769,19
16648,1,3774836,47
16653,1,3775057,58
16651,1,3775207,60
16652,1,3775236,49
16654,1,3775295,59
16656,1,3775300,49
16655,1,3775346,49
16658,1,3775489,0
16657,1,3775527,16
16659,1,3775608,0
16660,1,3775749,8
16665,1,3775968,32
16663,1,3776024,9
16661,1,3776144,16
16662,1,3776151,31
16664,1,3776168,6
16673,1,3776214,31
16671,1,3776251,11
16667,1,3776261,6
16670,1,3776267,11
16674,1,3776276,55
16672,1,3776318,55
16666,1,3776324,6
16668,1,3776355,22
16669,1,3776398,13
16676,1,3776523,31
16677,1,3776567,9
16675,1,3776628,8
16678,1,3776806,47
16680,1,3776868,60
16679,1,3776911,34
16685,1,3777159,17
16684,1,3777230,60
16683,1,3777267,49
16681,1,3777362,55
16682,1,3777362,55
16689,1,3777469,54
16686,1,3777501,22
16687,1,3777536,60
16688,1,3777676,55
16690,1,3777802,4
16695,1,3777970,41
16697,1,3778030,41
16696,1,3778050,15
16694,1,3778068,0
16703,1,3778068,16
16692,1,3778100,0
16693,1,3778169,41
16691,1,3778266,60
16699,1,3778332,49
16702,1,3778357,22
16698,1,3778380,60
16701,1,3778445,39
16700,1,3778516,30
16706,1,3778737,15
16708,1,3778737,13
16705,1,3778850,15
16704,1,3778855,31
16707,1,3779050,25
16709,1,3779447,41
16710,1,3779464,31
16711,1,3779595,40
16713,1,3780187,13
16712,1,3780253,0
16714,1,3780411,31
16715,1,3780986,14
16717,1,3781034,19
16718,1,3781037,13
16716,1,3781081,16
16719,1,3781334,55
16735,1,3781356,39
16722,1,3781356,39
16724,1,3781369,37
16720,1,3781475,4
16721,1,3781505,22
16725,1,3782083,13
16723,1,3782188,67
16726,1,3782212,67
16727,1,3782261,32
16729,1,3782303,9
16730,1,3782345,32
16728,1,3782403,59
16731,1,3782501,0
16732,1,3782609,56
16733,1,3782685,49
16734,1,3782766,31
16736,1,3783144,14
16738,1,3783432,37
16742,1,3783450,30
16743,1,3783514,30
16740,1,3783594,40
16739,1,3783622,40
16741,1,3783630,14
16747,1,3783630,14
16737,1,3783690,53
16746,1,3783806,19
16744,1,3783850,53
16745,1,3783921,0
16748,1,3784234,41
16749,1,3784272,32
16753,1,3784501,0
16752,1,3784537,14
16750,1,3784552,15
16751,1,3784593,49
16756,1,3784769,64
16755,1,3784785,57
16754,1,3784847,22
16757,1,3785226,0
16762,1,3785254,3
16761,1,3785274,3
16759,1,3785316,32
16763,1,3785328,25
16765,1,3785328,10
16776,1,3785328,10
16758,1,3785400,30
16760,1,3785487,30
16764,1,3785746,22
16767,1,3786001,41
16773,1,3786056,59
16771,1,3786056,9
16766,1,3786056,25
16768,1,3786079,30
16769,1,3786251,41
16770,1,3786269,41
16772,1,3786308,0
16775,1,3786338,63
16774,1,3786352,48
16777,1,3786421,21
16778,1,3786424,29
16779,1,3786660,59
16782,1,3787117,0
16784,1,3787120,16
16783,1,3787120,65
16780,1,3787139,8
16781,1,3787145,26
16787,1,3787484,63
16785,1,3787824,0
16786,1,3787859,8
16788,1,3787937,32
16791,1,3788043,13
16790,1,3788057,32
16789,1,3788109,9
16793,1,3788289,9
16792,1,3788306,40
16795,1,3788337,63
16796,1,3788379,60
16794,1,3788464,49
16798,1,3788531,29
16797,1,3788583,40
16801,1,3788596,13
16800,1,3788612,40
16799,1,3788653,13
16803,1,3789020,49
16802,1,3789020,37
16808,1,3789099,8
16804,1,3789110,37
16809,1,3789128,15
16806,1,3789276,65
16807,1,3789309,22
16805,1,3789326,22
16810,1,3789565,4
16814,1,3789607,8
16811,1,3789607,26
16812,1,3789607,0
16813,1,3789929,14
16817,1,3790021,4
16818,1,3790095,30
16816,1,3790249,3
16815,1,3790296,65
16819,1,3790393,65
16820,1,3790427,51
16821,1,3790445,51
16822,1,3790870,6
16829,1,3791182,41
16823,1,3791198,13
16826,1,3791230,0
16824,1,3791267,8
16825,1,3791299,8
16827,1,3791347,41
16828,1,3791364,60
16837,1,3791534,64
16836,1,3791544,39
16840,1,3791621,0
16834,1,3791623,40
16830,1,3791646,8
16831,1,3791665,40
16833,1,3791716,32
16839,1,3791773,13
16835,1,3791773,25
16832,1,3791781,25
16838,1,3791792,9
16841,1,3791969,63
16842,1,3791988,63
16843,1,3792324,15
16844,1,3792510,25
16845,1,3792585,64
16846,1,3792789,54
16847,1,3793058,54
16849,1,3793142,16
16848,1,3793237,41
16851,1,3793303,30
16852,1,3793320,30
16850,1,3793570,14
16853,1,3793674,66
16855,1,3793674,66
16854,1,3793764,8
16861,1,3793903,16
16856,1,3793916,32
16860,1,3793929,41
16859,1,3793959,49
16858,1,3794077,31
16857,1,3794163,63
16865,1,3794232,54
16863,1,3794365,16
16862,1,3794369,31
16864,1,3794470,13
16867,1,3794924,9
16866,1,3795078,32
16871,1,3795157,58
16868,1,3795192,64
16870,1,3795197,3
16873,1,3795266,43
16872,1,3795284,43
16874,1,3795343,9
16869,1,3795394,52
16875,1,3795425,49
16878,1,3795476,32
16877,1,3795564,55
16876,1,3795593,49
16880,1,3795830,40
16905,1,3795830,40
16879,1,3795939,63
16883,1,3796089,14
16884,1,3796127,60
16882,1,3796234,0
16881,1,3796274,63
16886,1,3796318,19
16889,1,3796327,55
16885,1,3796363,17
16888,1,3796559,51
16887,1,3796591,51
16890,1,3796670,55
16892,1,3796766,13
16891,1,3796803,6
16896,1,3796949,0
16895,1,3796997,19
16894,1,3797026,30
16893,1,3797092,40
16898,1,3797214,63
16897,1,3797221,19
16906,1,3797487,30
16899,1,3797487,54
16900,1,3797497,54
16907,1,3797497,30
16901,1,3797503,51
16902,1,3797606,2
16904,1,3797627,51
16912,1,3797714,59
16903,1,3797743,60
16910,1,3797889,21
16911,1,3797904,41
16908,1,3797963,40
16909,1,3798049,31
16913,1,3798339,9
16914,1,3798463,29
16917,1,3798481,0
16916,1,3798568,13
16915,1,3798635,65
16918,1,3798652,65
16919,1,3798918,26
16921,1,3799115,15
16920,1,3799224,10
16922,1,3799274,15
16924,1,3799518,32
16923,1,3799568,59
16927,1,3799600,26
16925,1,3799602,59
16929,1,3799670,49
16928,1,3799704,9
16926,1,3799739,13
16933,1,3799968,40
16931,1,3800000,0
16932,1,3800029,40
16934,1,3800082,3
16930,1,3800090,37
16936,1,3800344,49
16935,1,3800474,50
16937,1,3800575,30
16939,1,3800874,41
16938,1,3800956,8
16941,1,3801101,60
16940,1,3801122,32
16945,1,3801138,54
16944,1,3801158,54
16943,1,3801210,65
16942,1,3801269,13
16946,1,3801349,32
16947,1,3801444,63
16950,1,3801519,15
16948,1,3801642,41
16949,1,3801673,16
16951,1,3801697,9
16953,1,3801780,49
16954,1,3801812,59
16952,1,3801965,43
16955,1,3802138,65
16956,1,3802192,63
16959,1,3802414,14
16958,1,3802552,13
16957,1,3802554,8
16960,1,3802834,30
16961,1,3802852,30
16962,1,3802944,40
16964,1,3802970,40
16968,1,3803006,31
16965,1,3803016,30
16966,1,3803027,30
16963,1,3803121,14
16967,1,3803158,22
16969,1,3803231,9
16970,1,3803243,32
16971,1,3803336,9
16972,1,3803494,14
16974,1,3803494,14
16976,1,3803671,49
16973,1,3803716,59
16975,1,3803789,32
16983,1,3803871,32
16982,1,3803918,37
16979,1,3803928,49
16977,1,3803939,59
16981,1,3803945,19
16980,1,3804000,65
16978,1,3804086,6
16985,1,3804125,49
16984,1,3804272,6
16986,1,3804337,5
16987,1,3804362,30
16990,1,3804556,0
16992,1,3804557,9
16989,1,3804566,30
16991,1,3804640,9
16988,1,3804667,32
16993,1,3804725,10
16994,1,3804935,15
17000,1,3805082,15
16999,1,3805082,9
16997,1,3805107,58
16998,1,3805109,57
16995,1,3805149,8
17001,1,3805183,40
16996,1,3805215,58
17004,1,3805369,9
17003,1,3805416,48
17002,1,3805550,37
17005,1,3805567,41
17006,1,3805618,47
17008,1,3805630,55
17007,1,3805694,13
17010,1,3805908,55
17009,1,3806000,49
17011,1,3806061,58
17012,1,3806209,47
17016,1,3806229,0
17015,1,3806320,13
17013,1,3806470,54
17021,1,3806470,15
17014,1,3806478,54
17022,1,3806626,0
17026,1,3806627,31
17017,1,3806676,54
17020,1,3806738,30
17018,1,3806747,55
17019,1,3806769,41
17024,1,3806832,9
17023,1,3806891,0
17034,1,3807039,14
17025,1,3807087,0
17032,1,3807106,0
17027,1,3807108,31
17029,1,3807110,0
17030,1,3807165,40
17031,1,3807199,40
17028,1,3807324,8
17033,1,3807374,9
17037,1,3807397,0
17035,1,3807397,0
17036,1,3807442,11
17042,1,3807449,10
17041,1,3807497,30
17043,1,3807546,9
17046,1,3807549,8
17039,1,3807629,9
17040,1,3807659,59
17038,1,3807663,65
17045,1,3807772,8
17044,1,3807812,65
17049,1,3807926,41
17047,1,3807986,16
17048,1,3807986,63
17050,1,3808008,9
17052,1,3808059,41
17051,1,3808161,54
17053,1,3808183,33
17056,1,3808295,58
17058,1,3808352,0
17054,1,3808377,39
17059,1,3808381,16
17055,1,3808545,58
17057,1,3808593,26
17061,1,3808671,32
17060,1,3808779,49
17063,1,3808805,31
17062,1,3808858,59
17064,1,3808901,30
17066,1,3809091,13
17067,1,3809126,26
17068,1,3809127,9
17065,1,3809149,15
17074,1,3809204,0
17070,1,3809246,32
17075,1,3809288,39
17069,1,3809336,15
17072,1,3809377,30
17071,1,3809408,13
17073,1,3809409,31
17077,1,3809576,8
17081,1,3809784,8
17078,1,3809784,5
17076,1,3809795,9
17080,1,3809958,31
17082,1,3809981,8
17079,1,3810042,15
17083,1,3810112,7
17090,1,3810136,9
17087,1,3810149,17
17085,1,3810173,17
17086,1,3810213,0
17089,1,3810310,40
17088,1,3810330,48
17084,1,3810356,48
17094,1,3810503,20
17093,1,3810553,4
17091,1,3810642,40
17092,1,3810687,32
17095,1,3810735,40
17096,1,3810785,0
17097,1,3810798,26
17101,1,3810834,30
17102,1,3810840,30
17104,1,3810845,16
17100,1,3810902,4
17098,1,3810902,13
17107,1,3810902,4
17108,1,3810902,9
17099,1,3810933,41
17103,1,3810956,37
17106,1,3811096,8
17105,1,3811256,27
17109,1,3811347,9
17110,1,3811373,21
17111,1,3811524,16
17112,1,3811551,16
17113,1,3811600,57
17114,1,3811666,0
17115,1,3811718,11
17117,1,3811915,29
17116,1,3811981,10
17120,1,3812041,6
17118,1,3812095,13
17119,1,3812149,13
17128,1,3812239,41
17121,1,3812256,54
17125,1,3812325,49
17126,1,3812328,63
17122,1,3812365,0
17127,1,3812391,40
17123,1,3812421,8
17124,1,3812467,55
17130,1,3812602,58
17131,1,3812607,8
17129,1,3812771,19
17132,1,3812815,32
17133,1,3812909,14
17136,1,3813172,9
17134,1,3813198,21
17135,1,3813210,40
17137,1,3813333,8
17141,1,3813508,49
17139,1,3813591,30
17142,1,3813648,14
17138,1,3813654,13
17140,1,3813658,30
17148,1,3813661,67
17145,1,3813708,57
17147,1,3813786,13
17149,1,3813805,16
17143,1,3813862,30
17144,1,3813880,41
17146,1,3813883,40
17151,1,3814102,37
17154,1,3814149,37
17155,1,3814151,4
17152,1,3814217,46
17150,1,3814226,46
17153,1,3814273,13
17157,1,3814358,32
17159,1,3814408,13
17156,1,3814504,8
17158,1,3814581,13
17160,1,3814632,22
17162,1,3814716,13
17161,1,3814862,63
17168,1,3814914,13
17169,1,3814984,30
17167,1,3815034,8
17164,1,3815046,63
17165,1,3815069,0
17166,1,3815070,30
17163,1,3815195,8
17170,1,3815398,2
17171,1,3815424,0
17172,1,3815449,15
17174,1,3815532,55
17173,1,3815577,60
17175,1,3815748,32
17178,1,3815996,57
17179,1,3816035,8
17177,1,3816041,49
17176,1,3816085,57
17180,1,3816128,8
17183,1,3816272,60
17181,1,3816309,23
17182,1,3816331,23
17184,1,3816399,8
17185,1,3816480,34
17186,1,3816587,13
17188,1,3816884,9
17187,1,3816969,15
17191,1,3817014,60
17189,1,3817105,60
17192,1,3817142,32
17190,1,3817193,15
17193,1,3817280,45
17197,1,3817441,51
17195,1,3817476,51
17194,1,3817540,49
17196,1,3817579,26
17202,1,3817632,30
17198,1,3817641,8
17199,1,3817743,56
17201,1,3817876,32
17200,1,3817889,31
17203,1,3817968,22
17204,1,3818038,22
17206,1,3818075,21
17205,1,3818112,21
17209,1,3818269,49
17207,1,3818296,32
17212,1,3818378,15
17208,1,3818392,66
17210,1,3818497,21
17211,1,3818575,21
17214,1,3818687,49
17213,1,3818741,32
17215,1,3818814,59
17216,1,3818962,8
17217,1,3819072,6
17218,1,3819154,33
17220,1,3819202,65
17221,1,3819318,13
17219,1,3819360,65
17222,1,3819416,29
17224,1,3819424,14
17225,1,3819487,15
17299,1,3819568,8
17223,1,3819574,8
17226,1,3819580,49
17230,1,3819834,44
17227,1,3819841,8
17232,1,3819875,11
17228,1,3819927,8
17229,1,3819987,47
17231,1,3819990,26
17233,1,3820015,66
17235,1,3820036,15
17234,1,3820124,9
17236,1,3820503,26
17237,1,3820692,41
17238,1,3820782,31
17239,1,3821064,3
17240,1,3821313,30
17242,1,3821384,14
17241,1,3821429,13
17244,1,3821498,9
17245,1,3821525,55
17243,1,3821598,41
17246,1,3821665,65
17248,1,3821898,8
17247,1,3821958,8
17250,1,3822011,31
17249,1,3822053,13
17251,1,3822151,8
17252,1,3822178,32
17254,1,3822232,0
17253,1,3822282,66
17255,1,3822374,29
17257,1,3822481,9
17258,1,3822635,0
17256,1,3822639,46
17259,1,3822760,8
17261,1,3822923,7
17262,1,3822928,14
17260,1,3822985,55
17265,1,3823230,0
17264,1,3823251,37
17267,1,3823251,46
17270,1,3823251,41
17263,1,3823278,60
17266,1,3823377,32
17268,1,3823516,8
17269,1,3823566,50
17271,1,3823604,50
17272,1,3823714,58
17280,1,3823714,58
17273,1,3823859,57
17277,1,3823859,13
17276,1,3823927,4
17275,1,3824086,2
17274,1,3824128,14
17278,1,3824350,31
17279,1,3824389,9
17282,1,3824599,30
17281,1,3824747,9
17283,1,3824787,54
17286,1,3824810,8
17284,1,3824811,58
17285,1,3824833,41
17287,1,3825273,21
17289,1,3825479,15
17288,1,3825535,40
17290,1,3825771,31
17291,1,3825966,14
17293,1,3826197,30
17292,1,3826215,30
17296,1,3826346,13
17298,1,3826355,59
17297,1,3826393,8
17294,1,3826442,21
17295,1,3826442,55
17300,1,3826827,32
17303,1,3827127,9
17302,1,3827136,11
17301,1,3827183,11
17304,1,3827542,25
17305,1,3828092,32
17309,1,3828242,64
17308,1,3828243,59
17307,1,3828359,59
17306,1,3828391,55
17311,1,3828429,30
17312,1,3828526,63
17310,1,3828659,13
17313,1,3828732,8
17314,1,3828841,54
17315,1,3828916,54
17317,1,3829073,63
17318,1,3829088,41
17316,1,3829273,30
17322,1,3829319,7
17320,1,3829338,49
17321,1,3829382,63
17319,1,3829434,8
17323,1,3829914,31
17324,1,3829949,64
17325,1,3830156,0
17327,1,3830291,63
17326,1,3830322,63
17328,1,3830513,15
17329,1,3830608,66
17330,1,3830823,60
17331,1,3830842,9
17332,1,3831402,41
17333,1,3831445,41
17335,1,3831700,49
17334,1,3831835,63
17337,1,3832061,32
17336,1,3832271,41
17340,1,3832438,60
17342,1,3832459,49
17338,1,3832494,4
17339,1,3832505,4
17341,1,3832545,4
17343,1,3832604,0
17346,1,3832717,31
17344,1,3832720,0
17345,1,3832825,13
17347,1,3832992,31
17349,1,3832992,31
17350,1,3833229,63
17353,1,3833314,13
17348,1,3833449,58
17352,1,3833742,27
17351,1,3833754,8
17354,1,3833821,8
